Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Telerik,Chrome 109.0.0.0,,,2023-02-07 22:04:49,2023-02-07 22:11:44,6m - 55.102s,PASSED
,,,,,,,
Test Cases/Telerik/catorze,Chrome 109.0.0.0,,,2023-02-07 22:04:50,2023-02-07 22:05:57,1m - 6.526s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-07 22:04:53,2023-02-07 22:05:14,21.347s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 109.0.0.0,,,2023-02-07 22:05:14,2023-02-07 22:05:57,42.992s,PASSED
,,,,,,,
Test Cases/Telerik/cinco,Chrome 109.0.0.0,,,2023-02-07 22:05:57,2023-02-07 22:06:27,30.222s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-07 22:05:59,2023-02-07 22:06:16,17.135s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 109.0.0.0,,,2023-02-07 22:06:16,2023-02-07 22:06:27,10.847s,PASSED
,,,,,,,
Test Cases/Telerik/desanove,Chrome 109.0.0.0,,,2023-02-07 22:06:27,2023-02-07 22:06:42,14.520s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-07 22:06:28,2023-02-07 22:06:35,6.724s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 109.0.0.0,,,2023-02-07 22:06:35,2023-02-07 22:06:42,6.502s,PASSED
,,,,,,,
Test Cases/Telerik/desasseis,Chrome 109.0.0.0,,,2023-02-07 22:06:42,2023-02-07 22:06:54,12.687s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-07 22:06:43,2023-02-07 22:06:48,4.800s,PASSED
"navigateToUrl(""https://www.telerik.com/support/demos"")",Chrome 109.0.0.0,,,2023-02-07 22:06:48,2023-02-07 22:06:54,6.589s,PASSED
,,,,,,,
Test Cases/Telerik/Platinaline,Chrome 109.0.0.0,,,2023-02-07 22:06:54,2023-02-07 22:07:12,17.462s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-07 22:06:56,2023-02-07 22:07:00,4.621s,PASSED
"navigateToUrl(""http://platinaline.com/"")",Chrome 109.0.0.0,,,2023-02-07 22:07:00,2023-02-07 22:07:12,11.503s,PASSED
,,,,,,,
Test Cases/Telerik/desoito,Chrome 109.0.0.0,,,2023-02-07 22:07:12,2023-02-07 22:07:28,15.754s,PASSED
"openBrowser("""")",Chrome 109.0.0.0,,,2023-02-07 22:07:13,2023-02-07 22:07:18,4.986s,PASSED
